system_id,ligand_ccd_code,cluster,ligand_molecular_weight,ligand_instance_chain,ligand_num_rot_bonds,ligand_tpsa,ligand_num_unique_interactions,ligand_num_heavy_atoms,ligand_is_proper,entry_pdb_id,entry_keywords,ligand_num_rings,ligand_num_pocket_residues,ligand_smiles,num_training_systems_with_similar_ccds,group_key,query_system,target_system,pli_qcov,pli_unique_qcov,pocket_fident,pocket_fident_qcov,pocket_lddt,pocket_lddt_qcov,pocket_qcov,protein_fident_max,protein_fident_qcov_max,protein_fident_qcov_weighted_max,protein_fident_qcov_weighted_sum,protein_fident_weighted_max,protein_fident_weighted_sum,protein_lddt_max,protein_lddt_qcov_max,protein_lddt_qcov_weighted_max,protein_lddt_qcov_weighted_sum,protein_lddt_weighted_max,protein_lddt_weighted_sum,protein_qcov_max,protein_qcov_weighted_max,protein_qcov_weighted_sum,protein_seqsim_max,protein_seqsim_qcov_max,protein_seqsim_qcov_weighted_max,protein_seqsim_qcov_weighted_sum,protein_seqsim_weighted_max,protein_seqsim_weighted_sum,query_ligand_instance_chain,color,shape,sucos_protein,sucos_shape,sucos_protein_pocket_qcov,sucos_protein_pocket_lddt_qcov,sucos_shape_pocket_qcov,sucos_shape_pocket_lddt_qcov,shape_pocket_qcov,shape_pocket_lddt_qcov,color_pocket_qcov,color_pocket_lddt_qcov,target_release_date,release_date_before_cutoff,query_system_pli_qcov,target_system_pli_qcov,pli_qcov_pli_qcov,pli_unique_qcov_pli_qcov,pocket_fident_pli_qcov,pocket_fident_qcov_pli_qcov,pocket_lddt_pli_qcov,pocket_lddt_qcov_pli_qcov,pocket_qcov_pli_qcov,protein_fident_max_pli_qcov,protein_fident_qcov_max_pli_qcov,protein_fident_qcov_weighted_max_pli_qcov,protein_fident_qcov_weighted_sum_pli_qcov,protein_fident_weighted_max_pli_qcov,protein_fident_weighted_sum_pli_qcov,protein_lddt_max_pli_qcov,protein_lddt_qcov_max_pli_qcov,protein_lddt_qcov_weighted_max_pli_qcov,protein_lddt_qcov_weighted_sum_pli_qcov,protein_lddt_weighted_max_pli_qcov,protein_lddt_weighted_sum_pli_qcov,protein_qcov_max_pli_qcov,protein_qcov_weighted_max_pli_qcov,protein_qcov_weighted_sum_pli_qcov,protein_seqsim_max_pli_qcov,protein_seqsim_qcov_max_pli_qcov,protein_seqsim_qcov_weighted_max_pli_qcov,protein_seqsim_qcov_weighted_sum_pli_qcov,protein_seqsim_weighted_max_pli_qcov,protein_seqsim_weighted_sum_pli_qcov,query_ligand_instance_chain_pli_qcov,color_pli_qcov,shape_pli_qcov,sucos_protein_pli_qcov,sucos_shape_pli_qcov,tanimoto_pli_qcov,sucos_protein_pocket_qcov_pli_qcov,sucos_protein_pocket_lddt_qcov_pli_qcov,sucos_shape_pocket_qcov_pli_qcov,sucos_shape_pocket_lddt_qcov_pli_qcov,shape_pocket_qcov_pli_qcov,shape_pocket_lddt_qcov_pli_qcov,color_pocket_qcov_pli_qcov,color_pocket_lddt_qcov_pli_qcov,target_release_date_pli_qcov,release_date_before_cutoff_pli_qcov,num_ligand_chains,num_protein_chains,num_proper_ligand_chains,release_date,sucos_shape_pocket_qcov_2023,topological_tanimoto,morgan_tanimoto,pocket_qcov_alone
7rnm__1__1.B__1.F,61Z,c155,379.054610748,1.F,2,49.25,11,26,True,7rnm,TRANSCRIPTION,5,28,Oc1ccc2c(c1)CN(c1nc(Cl)nc3scc(-c4ccccc4)c13)C2,0,7rnm__1__1.B__1.F__1.F,7rnm__1__1.B__1.F,2qe4__1__1.A__1.C,62.0,36.0,96.0,86.0,81.0,73.0,86.0,96.0,88.0,88.0,88.0,96.0,96.0,92.0,84.0,84.0,84.0,92.0,92.0,91.0,91.0,91.0,99.0,90.0,90.0,90.0,99.0,99.0,1.F,33.10785833953393,79.99268795021773,53.63128361320415,65.4071724307793,46.12290390735557,39.15083703763903,56.25016829047019,47.747235874468885,68.79371163718724,58.39466220365894,28.47275817199917,24.168736587859765,2007-09-04,True,7rnm__1__1.B__1.F,6dfn__2__1.D__1.L_1.M,77.0,55.0,100.0,89.0,82.0,75.0,89.0,90.0,89.0,89.0,89.0,90.0,90.0,89.0,88.0,88.0,88.0,89.0,89.0,99.0,99.0,99.0,99.0,97.0,97.0,97.0,99.0,99.0,1.F,16.15961400062734,65.21788822290966,46.07440976996759,54.75730122028333,0.4154476301930954,41.00622469527115,34.55580732747569,48.73399808605216,41.06797591521249,58.043920518389605,48.91341616718225,14.382056460558331,12.119710500470504,2019-02-20,True,1,1,1,2022-08-03,100.0,37.88265306122449,12.658227848101266,96.0
7rnp__1__1.A__1.E,6G5,c50,238.050905272,1.E,3,79.11,11,16,True,7rnp,BIOSYNTHETIC PROTEIN,2,23,N[C@@H](Cc1c[nH]c2cccc(Cl)c12)C(=O)O,0,7rnp__1__1.A__1.E__1.E,7rnp__1__1.A__1.E,5t6m__1__1.B__1.H,82.0,73.0,100.0,100.0,98.0,98.0,100.0,98.0,98.0,98.0,98.0,98.0,98.0,99.0,98.0,98.0,98.0,99.0,99.0,100.0,100.0,100.0,98.0,98.0,98.0,98.0,98.0,98.0,1.E,97.64415339909245,95.12940904810078,85.95473849887472,95.1633817427386,85.95473849887472,84.23564372889722,95.1633817427386,93.26011410788382,95.12940904810078,93.22682086713876,97.64415339909245,95.6912703311106,2016-12-21,True,7rnp__1__1.A__1.E,6am8__1__1.A__1.E,91.0,82.0,100.0,100.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.0,99.0,99.0,99.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,1.E,62.303263220753344,96.92182790153127,82.89880545820819,92.38323304032129,0.7437407952871871,82.89880545820819,82.0698174036261,92.38323304032129,91.45940070991806,96.92182790153127,95.95260962251598,62.303263220753344,61.68023058854581,2018-05-16,True,1,1,1,2022-08-03,100.0,67.56756756756756,38.0,100.0
7v16__1__1.A__1.C,OT7,c53,505.1541621920001,1.C,7,106.18,9,36,True,7v16,"BLOOD CLOTTING, Hydrolase",6,31,Cn1nccc1-c1cnn([C@H](CC2CC2)c2ccc(-c3c(-n4cnnn4)ccc(Cl)c3F)c[n+]2[O-])c1,0,7v16__1__1.A__1.C__1.C,7v16__1__1.A__1.C,5qcm__1__1.A__1.B_1.I_1.J_1.R,78.0,67.0,100.0,100.0,100.0,100.0,100.0,99.0,99.0,99.0,99.0,99.0,99.0,98.0,98.0,98.0,98.0,98.0,98.0,100.0,100.0,100.0,99.0,99.0,99.0,99.0,99.0,99.0,1.C,38.788206175075125,79.02702863093499,76.58826486537453,77.21622391869975,76.58826486537453,76.58826486537453,77.21622391869975,77.21622391869975,79.02702863093499,79.02702863093499,38.788206175075125,38.788206175075125,2017-11-08,True,7v16__1__1.A__1.C,5e2o__1__1.A__1.B_1.E_1.I_1.J,89.0,78.0,100.0,100.0,100.0,100.0,100.0,99.0,99.0,99.0,99.0,99.0,99.0,98.0,98.0,98.0,98.0,98.0,98.0,100.0,100.0,100.0,99.0,99.0,99.0,99.0,99.0,99.0,1.C,26.19302962582149,69.74618710595495,74.22978595375783,61.28255446174579,0.4589509692132269,74.22978595375783,74.22978595375783,61.28255446174579,61.28255446174579,69.74618710595495,69.74618710595495,26.19302962582149,26.19302962582149,2015-12-09,True,1,1,1,2022-08-03,100.0,57.13510580575149,25.892857142857142,100.0
7v18__1__1.A__1.C,OTX,c53,579.0912608360001,1.C,9,115.41,8,39,True,7v18,"BLOOD CLOTTING, Hydrolase",5,30,Cn1nncc1-c1cnn([C@H](CCOC(F)F)c2ccc(-c3c(-n4cc(Cl)nn4)ccc(Cl)c3F)c[n+]2[O-])c1,0,7v18__1__1.A__1.C__1.C,7v18__1__1.A__1.C,5qcm__1__1.A__1.B_1.I_1.J_1.R,56.0,62.0,100.0,100.0,100.0,100.0,100.0,99.0,99.0,99.0,99.0,99.0,99.0,98.0,98.0,98.0,98.0,98.0,98.0,100.0,100.0,100.0,99.0,99.0,99.0,99.0,99.0,99.0,1.C,28.965020478560188,76.12535899963653,67.0953056192273,68.52737142251928,67.0953056192273,67.0953056192273,68.52737142251928,68.52737142251928,76.12535899963653,76.12535899963653,28.965020478560188,28.965020478560188,2017-11-08,True,7v18__1__1.A__1.C,4crc__1__1.A__1.B,89.0,75.0,100.0,100.0,99.0,99.0,100.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,100.0,100.0,100.0,99.0,99.0,99.0,99.0,99.0,99.0,1.C,16.14701935870463,59.00185986688151,66.01372968040135,53.624637951818,0.4740698985343856,66.01372968040135,65.35359238359734,53.624637951818,53.08839157229982,59.00185986688151,58.4118412682127,16.14701935870463,15.985549165117584,2015-02-11,True,1,1,1,2022-08-03,100.0,56.23327982878544,18.487394957983195,100.0
7v13__1__1.A__1.C,ORF,c53,554.0948689960001,1.C,7,101.25,8,38,True,7v13,"BLOOD CLOTTING, Hydrolase",6,31,[O-][n+]1cc(-c2c(-n3cnnn3)ccc(Cl)c2F)ccc1[C@@H](CC1CC1)n1cc(-c2c(F)cncc2Cl)cn1,0,7v13__1__1.A__1.C__1.C,7v13__1__1.A__1.C,6c0s__1__1.A__1.B_1.D_1.H_1.I,50.0,75.0,100.0,97.0,100.0,96.0,97.0,99.0,99.0,99.0,99.0,99.0,99.0,98.0,98.0,98.0,98.0,98.0,98.0,100.0,100.0,100.0,99.0,99.0,99.0,99.0,99.0,99.0,1.C,36.19751972155388,71.14473692334009,77.03571649270229,72.0959750783265,74.72464499792122,73.9542878329942,69.93309582597671,69.21213607519344,69.01039481563988,68.29894744640649,35.11159412990727,34.749618932691725,2018-03-07,True,7v13__1__1.A__1.C,1ox1__1__1.A__1.B,75.0,88.0,65.0,65.0,84.0,77.0,90.0,37.0,37.0,37.0,37.0,37.0,37.0,80.0,80.0,80.0,80.0,80.0,80.0,100.0,100.0,100.0,47.0,47.0,47.0,47.0,47.0,47.0,1.C,0.9834926313320478,37.30272159413509,30.48299673202159,38.364910271841815,0.3153360137851809,27.43469705881943,23.471907483656626,34.528419244657634,29.5409809093182,33.572449434721584,28.72309562748402,0.885143368198843,0.7572893261256768,2004-05-18,True,1,1,1,2022-08-03,100.0,60.508849557522126,21.875,100.0
7v17__1__1.A__1.C,OTL,c53,505.1541621920001,1.C,7,106.18,8,36,True,7v17,"BLOOD CLOTTING, Hydrolase",6,31,Cn1cncc1-c1cnn([C@H](CC2CC2)c2ccc(-c3c(-n4cnnn4)ccc(Cl)c3F)c[n+]2[O-])c1,0,7v17__1__1.A__1.C__1.C,7v17__1__1.A__1.C,5qcm__1__1.A__1.B_1.I_1.J_1.R,75.0,62.0,100.0,100.0,100.0,100.0,100.0,99.0,99.0,99.0,99.0,99.0,99.0,98.0,98.0,98.0,98.0,98.0,98.0,100.0,100.0,100.0,99.0,99.0,99.0,99.0,99.0,99.0,1.C,39.158468883917216,78.83083352364963,74.92609287956978,75.45945953924313,74.92609287956978,74.92609287956978,75.45945953924313,75.45945953924313,78.83083352364963,78.83083352364963,39.158468883917216,39.158468883917216,2017-11-08,True,7v17__1__1.A__1.C,4crc__1__1.A__1.B,88.0,88.0,100.0,100.0,100.0,100.0,100.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,100.0,100.0,100.0,99.0,99.0,99.0,99.0,99.0,99.0,1.C,33.65576730978185,76.10655499165362,72.91641891594148,69.54945865269713,0.4779661016949152,72.91641891594148,72.91641891594148,69.54945865269713,69.54945865269713,76.10655499165362,76.10655499165362,33.65576730978185,33.65576730978185,2015-02-11,True,1,1,1,2022-08-03,100.0,58.06277056277056,25.892857142857142,100.0
7v1o__1__1.A__1.D,A3P,c314,427.0294149399999,1.D,6,232.6,21,27,True,7v1o,TRANSFERASE,3,30,Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)O)[C@@H](OP(=O)(O)O)[C@H]1O,13221,7v1o__1__1.A__1.D__1.D,7v1o__1__1.A__1.D,2zpt__1__1.A__1.B,90.0,67.0,70.0,70.0,89.0,89.0,100.0,36.0,35.0,35.0,35.0,36.0,36.0,77.0,75.0,75.0,75.0,77.0,77.0,98.0,98.0,98.0,52.0,51.0,51.0,51.0,52.0,52.0,1.D,89.55316492406477,98.38917786478966,76.52990877473952,94.03408366563484,76.52990877473952,68.11161880951818,94.03408366563484,83.69033446241502,98.38917786478966,87.5663682996628,89.55316492406477,79.70231678241765,2008-11-18,True,7v1o__1__1.A__1.D,3u3o__1__1.A__1.D,100.0,67.0,73.0,73.0,90.0,90.0,100.0,33.0,33.0,33.0,33.0,33.0,33.0,76.0,75.0,75.0,75.0,76.0,76.0,98.0,98.0,98.0,49.0,48.0,48.0,48.0,49.0,49.0,1.D,73.91256528106358,98.30136464084606,73.30132954146617,92.0214673255966,1.0,73.30132954146617,65.97119658731955,92.0214673255966,82.81932059303693,98.30136464084606,88.47122817676146,73.91256528106358,66.52130875295722,2011-11-16,True,1,1,1,2022-08-10,100.0,100.0,100.0,100.0
8a2p__1__1.A__1.B,9Y2,c439,353.100954224,1.B,4,71.09,7,24,True,8a2p,MEMBRANE PROTEIN,2,26,CC(C)(C)CC(=O)Nc1c(F)cc(C(=O)Nc2nccs2)cc1F,1,8a2p__1__1.A__1.B__1.B,8a2p__1__1.A__1.B,5olv__1__1.A__1.B,88.0,86.0,100.0,96.0,99.0,96.0,96.0,100.0,100.0,100.0,100.0,100.0,100.0,98.0,98.0,98.0,98.0,98.0,98.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,1.B,90.31857840690438,96.9111095778552,89.76107138907818,93.27709668412685,86.17062853351506,86.17062853351506,89.54601281676176,89.54601281676176,93.034665194741,93.034665194741,86.7058352706282,86.7058352706282,2018-01-17,True,8a2p__1__1.A__1.B,5olv__1__1.A__1.B,88.0,86.0,100.0,96.0,99.0,96.0,96.0,100.0,100.0,100.0,100.0,100.0,100.0,98.0,98.0,98.0,98.0,98.0,98.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,1.B,90.31857840690438,96.9111095778552,89.76107138907818,93.27709668412685,1.0,86.17062853351506,86.17062853351506,89.54601281676176,89.54601281676176,93.034665194741,93.034665194741,86.7058352706282,86.7058352706282,2018-01-17,True,1,1,1,2023-08-30,89.54601281676176,100.0,100.0,96.0
8onn__1__1.A__1.F,OCF,c622,334.05660206999994,1.F,8,158.76999999999998,19,22,True,8onn,TRANSFERASE,1,29,Cc1ncc(COP(=O)(O)O)c(/C=N/OCCC(=O)O)c1O,6,8onn__1__1.A__1.F__1.F,8onn__1__1.A__1.F,2ej3__1__1.B_2.B__1.H_1.I,55.0,63.0,66.0,66.0,81.0,78.0,97.0,27.0,27.0,27.0,27.0,27.0,27.0,74.0,73.0,73.0,73.0,74.0,74.0,99.0,99.0,99.0,42.0,41.0,41.0,41.0,42.0,42.0,1.F,56.72075560925458,72.19043105994575,50.2496579023465,82.96934447442774,48.742168165276105,39.19473316383027,80.4802641401949,64.71608869005364,70.02471812814738,56.30853622675769,55.01913294097695,44.24218937521857,2008-03-18,True,8onn__1__1.A__1.F,1kta__1__1.B__1.H,60.0,53.0,45.0,41.0,76.0,61.0,79.0,20.0,20.0,20.0,20.0,20.0,20.0,59.0,58.0,58.0,58.0,59.0,59.0,99.0,99.0,99.0,36.0,36.0,36.0,36.0,36.0,36.0,1.F,45.23565094476973,71.66548247469068,48.087996692119965,74.69492464333167,0.6745635910224439,37.98951738677477,29.33367798219318,59.00899046823203,45.56390403243232,56.61573115500564,43.71594430956131,35.73616424636809,27.593747076309533,2002-11-20,True,1,1,1,2023-08-30,80.4802641401949,65.92592592592592,60.78431372549019,97.0
7onf__1__1.A_2.A__1.C,IMP,c758,348.04710000599994,1.C,4,180.01999999999998,6,23,True,7onf,TRANSFERASE,3,14,O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]1O,5913,7onf__1__1.A_2.A__1.C__1.C,7onf__1__1.A_2.A__1.C,2ske__1__1.A_2.A__1.E,62.0,67.0,100.0,100.0,100.0,100.0,100.0,98.0,98.0,98.0,98.0,98.0,98.0,99.0,99.0,99.0,99.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,1.C,92.5274778101794,98.47805573764072,92.8005430685909,95.19824127881338,92.8005430685909,92.8005430685909,95.19824127881338,95.19824127881338,98.47805573764072,98.47805573764072,92.5274778101794,92.5274778101794,1998-12-16,True,7onf__1__1.A_2.A__1.C,5o54__1__1.A_2.A__1.D,62.0,67.0,100.0,93.0,99.0,92.0,93.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,1.C,66.41060031588182,92.30311473207584,68.33815526450424,82.5322309592917,1.0,63.55448439598894,62.8711028433439,76.75497479214128,75.92965248254836,85.84189670083055,84.91886555350979,61.761858293770096,61.09775229061128,2017-09-27,True,1,2,1,2022-04-06,100.0,100.0,100.0,100.0
7wlx__1__1.A__1.C,9GC,c129,458.147786424,1.C,8,117.98,18,34,True,7wlx,TRANSCRIPTION,4,36,COc1nc(C(=O)NCC(=O)O)c(O)c2ccc(Oc3ccc(Cc4ccccc4)cc3)cc12,0,7wlx__1__1.A__1.C__1.C,7wlx__1__1.A__1.C,6kke__1__1.A__1.C,43.0,39.0,94.0,75.0,92.0,73.0,78.0,94.0,94.0,94.0,94.0,94.0,94.0,96.0,96.0,96.0,96.0,96.0,96.0,100.0,100.0,100.0,99.0,99.0,99.0,99.0,99.0,99.0,1.C,31.24328252353861,67.06629887728644,36.29082151821964,59.88559665312615,28.30684078421132,26.492299708300333,46.7107653894384,43.71648555678209,52.31171312428343,48.9583981804191,24.36976036836012,22.807596242183187,2019-10-23,True,7wlx__1__1.A__1.C,6knu__1__1.A__1.C,52.0,56.0,100.0,78.0,88.0,72.0,78.0,95.0,95.0,95.0,95.0,95.0,95.0,94.0,94.0,94.0,94.0,94.0,94.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,1.C,8.422066472051029,61.24300796102998,42.381723232175375,40.72342616678851,0.719560878243513,33.0577441210968,30.51484072716627,31.764272410095035,29.320866840087724,47.76954620960338,44.09496573194159,6.569211848199802,6.063887859876741,2019-10-23,True,1,1,1,2022-05-18,100.0,71.9560878243513,67.24137931034483,86.0
7wlw__1__1.A__1.I,Y01,c567,486.37091007999993,1.I,9,63.60000000000001,6,35,True,7wlw,MEMBRANE PROTEIN,4,19,CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](OC(=O)CCC(=O)O)CC[C@]4(C)[C@H]3CC[C@]12C,521,7wlw__1__1.A__1.I__1.I,7wlw__1__1.A__1.I,6m47__1__1.A__1.G,67.0,67.0,100.0,100.0,99.0,99.0,100.0,97.0,97.0,97.0,97.0,97.0,97.0,98.0,97.0,97.0,97.0,98.0,98.0,100.0,100.0,100.0,98.0,97.0,97.0,97.0,98.0,98.0,1.I,55.525290312021845,92.94101934686778,79.71583401608252,84.32420769795317,79.71583401608252,78.9186756759217,84.32420769795317,83.48096562097363,92.94101934686778,92.01160915339908,55.525290312021845,54.970037408901625,2021-02-17,True,7wlw__1__1.A__1.I,4xnx__1__1.A__1.F,67.0,50.0,100.0,79.0,99.0,78.0,79.0,97.0,97.0,97.0,97.0,97.0,97.0,98.0,98.0,98.0,98.0,98.0,98.0,100.0,100.0,100.0,98.0,98.0,98.0,98.0,98.0,98.0,1.I,37.05783345557316,82.31941880663496,67.0065071290877,86.31904014746809,0.7178329571106095,52.93514063197928,52.2650755606884,68.19204171649979,67.3288513150251,65.03234085724162,64.20914666917527,29.2756884299028,28.905110095347062,2015-05-13,True,1,1,1,2022-06-29,100.0,100.0,100.0,100.0
7bm7__1__1.A__1.F,U3Q,c11,228.115029752,1.F,5,37.3,15,17,True,7bm7,HYDROLASE,2,25,O=C(O)CCCCc1cccc2ccccc12,0,7bm7__1__1.A__1.F__1.F,7bm7__1__1.A__1.F,7b2y__1__1.A__1.G,47.0,40.0,100.0,96.0,99.0,95.0,96.0,97.0,97.0,97.0,97.0,97.0,97.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,1.F,40.09878821314526,83.33908522707232,69.32897764721855,71.90604868416172,66.55581854132981,65.86252876485761,69.02980673679525,68.31074624995362,80.00552181798942,79.1721309657187,38.49483668461945,38.093848802488,2021-08-04,True,7bm7__1__1.A__1.F,6yv2__1__1.A__1.C,68.0,67.0,100.0,100.0,98.0,98.0,100.0,96.0,96.0,96.0,96.0,96.0,96.0,99.0,99.0,99.0,99.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,1.F,13.283208178164566,72.16293974167485,49.74285737756041,50.02783210535986,0.1392156862745098,49.74285737756041,48.7480002300092,50.02783210535986,49.02727546325266,72.16293974167485,70.71968094684135,13.283208178164566,13.017544014601274,2020-05-13,True,1,1,1,2022-03-02,100.0,17.024128686327078,17.24137931034483,100.0
7zyn__1__1.A__1.B,0UN,c1,494.183316404,1.B,8,91.85,5,35,True,7zyn,TRANSFERASE,4,24,C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCN(C)CC4)cc3OC)ncc2Cl)c1,3,7zyn__1__1.A__1.B__1.B,7zyn__1__1.A__1.B,3ekn__1__1.A__1.B,62.0,40.0,46.0,42.0,75.0,69.0,88.0,30.0,26.0,26.0,26.0,30.0,30.0,68.0,59.0,59.0,59.0,68.0,68.0,87.0,87.0,87.0,50.0,43.0,43.0,43.0,50.0,50.0,1.B,53.23542317085585,75.33569098357586,47.61689390246693,71.93198141948233,41.9028666341709,32.85565679270218,63.300143649144445,49.6330671794428,66.29540806554675,51.98162677866734,46.84717239035315,36.73244198789054,2008-12-30,True,7zyn__1__1.A__1.B,5p9f__1__1.A__1.B,100.0,80.0,46.0,46.0,74.0,71.0,92.0,32.0,27.0,27.0,27.0,32.0,32.0,70.0,57.0,57.0,57.0,70.0,70.0,82.0,82.0,82.0,50.0,41.0,41.0,41.0,50.0,50.0,1.B,11.313087222488315,49.40110949546437,42.30830991878376,41.507675822681975,0.4,38.92364512528106,30.038900042336472,38.18706175686742,29.4704498341042,45.44902073582722,35.0747877417797,10.408040244689252,8.032291927966705,2017-05-24,True,1,1,1,2023-05-03,100.0,49.671772428884026,34.95145631067961,96.0
7zym__1__1.A__1.B,6GY,c1,583.2591377980001,1.B,8,85.86,7,40,True,7zym,TRANSFERASE,5,25,COc1cc(N2CCC(N3CCN(C)CC3)CC2)ccc1Nc1ncc(Cl)c(Nc2ccccc2P(C)(C)=O)n1,4,7zym__1__1.A__1.B__1.B,7zym__1__1.A__1.B,7aem__1__1.A__1.B,88.0,57.0,92.0,88.0,88.0,88.0,96.0,95.0,94.0,94.0,94.0,95.0,95.0,90.0,89.0,89.0,89.0,90.0,90.0,99.0,99.0,99.0,98.0,98.0,98.0,98.0,98.0,98.0,1.B,57.95662314993624,84.37817887533166,66.53024598121961,80.55620346819347,63.86903614197082,58.546616463473256,77.33395532946574,70.88945905201025,81.00305172031838,74.25279741029186,55.63835822393878,51.00182837194389,2021-04-07,True,7zym__1__1.A__1.B,6xl4__1__1.A__1.E_1.F,100.0,71.0,96.0,92.0,80.0,78.0,96.0,93.0,88.0,88.0,88.0,93.0,93.0,80.0,76.0,76.0,76.0,80.0,80.0,95.0,95.0,95.0,99.0,94.0,94.0,94.0,99.0,99.0,1.B,40.115199907920434,67.29144368495128,55.54341522235777,61.45979203036202,0.5056932350971199,53.32167861346346,43.323863873439066,59.00140034914753,47.93863778368237,64.59978593755322,52.48732607426199,38.51059191160362,31.28985592817794,2021-06-30,True,1,1,1,2023-05-03,100.0,100.0,100.0,96.0
7f06__1__1.A__1.C,0TL,c478,377.0736491019999,1.C,5,206.3,17,25,True,7f06,HYDROLASE,3,23,Nc1ncnc2c1ncn2[C@]1(CO)O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]1O,0,7f06__1__1.A__1.C__1.C,7f06__1__1.A__1.C,1mzv__1__2.A__2.C,44.0,47.0,30.0,26.0,52.0,44.0,74.0,20.0,19.0,19.0,19.0,20.0,20.0,56.0,53.0,53.0,53.0,56.0,56.0,96.0,96.0,96.0,42.0,40.0,40.0,40.0,42.0,42.0,1.C,41.88564914159021,85.34833958022338,0.0,70.59196832386768,0.0,0.0,52.23805655966208,31.06046606250177,63.1577712893653,37.55326941529829,30.99538036477676,18.42968562229969,2003-10-28,True,7f06__1__1.A__1.C,6fch__1__1.A_1.B__1.E_1.F,56.0,47.0,17.0,17.0,48.0,45.0,65.0,28.0,21.0,21.0,20.0,28.0,27.0,64.0,47.0,47.0,47.0,64.0,64.0,74.0,74.0,74.0,45.0,33.0,33.0,32.0,45.0,44.0,1.C,14.636189570429936,66.07790806786365,32.455086849366054,46.79149418639075,0.3214783821478382,21.09580645208793,14.604789082214724,30.41447122115399,21.05617238387584,42.95064024411137,29.73505863053864,9.513523220779458,6.586285306693472,2018-08-15,True,1,1,1,2022-09-28,100.0,88.8715953307393,58.06451612903226,74.0
7gk8__1__1.A_1.B__1.H,QUQ,c0,379.108754496,1.H,2,62.3,5,27,True,7gk8,VIRAL PROTEIN,4,22,CC(=O)N1Cc2ccc(Cl)cc2[C@H](C(=O)Nc2cncc3ccccc23)C1,0,7gk8__1__1.A_1.B__1.H__1.H,7gk8__1__1.A_1.B__1.H,7s4b__1__1.A_2.A__2.B,80.0,60.0,100.0,100.0,97.0,97.0,100.0,100.0,100.0,100.0,99.0,100.0,99.0,97.0,97.0,97.0,97.0,97.0,97.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,1.H,71.07560539741704,83.6220169336917,72.74629635367627,84.91456724523817,72.74629635367627,70.56390746306599,84.91456724523817,82.36713022788102,83.6220169336917,81.11335642568095,71.07560539741704,68.94333723549452,2021-09-15,True,7gk8__1__1.A_1.B__1.H,7s3k__1__1.A_2.A__2.B,100.0,80.0,100.0,95.0,97.0,93.0,95.0,100.0,100.0,100.0,99.0,100.0,99.0,97.0,97.0,97.0,97.0,97.0,97.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,1.H,55.50907685604827,86.41004467800137,65.06278142599436,82.6384894315895,0.531858407079646,61.80964235469464,60.50838672617476,78.50656496001002,76.85379517137824,82.0895424441013,80.36134155054128,52.733623013245854,51.62344147612489,2021-09-15,True,1,2,1,2023-11-08,84.91456724523817,55.68917668825162,38.57142857142858,100.0
